Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
44,9085,1,0,0,6,7,0,0.0,0,6,7,0,0.0,Dropout
17,9238,0,0,1,6,10,6,12.666666666666666,0,6,6,2,11.5,Dropout
39,9991,1,0,0,5,5,5,14.6,0,5,5,5,15.4,Dropout
1,9085,1,0,0,5,13,0,0.0,0,5,5,0,0.0,Dropout
43,9147,0,0,0,5,7,3,12.333333333333334,0,5,8,0,0.0,Dropout
18,9147,1,0,0,5,5,5,10.8,0,5,11,2,11.0,Enrolled
1,9238,1,0,0,6,7,6,11.666666666666666,0,6,10,6,11.333333333333334,Graduate
43,8014,1,0,0,6,6,4,12.5,0,6,6,6,14.333333333333334,Dropout
7,9147,1,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
51,9070,1,0,1,6,6,6,15.333333333333334,0,6,6,6,14.166666666666666,Graduate
1,9500,1,0,0,8,8,7,14.2,0,8,8,7,14.2,Graduate
1,9773,1,0,1,6,6,6,14.833333333333334,0,6,6,6,14.666666666666666,Graduate
17,9500,1,0,0,7,7,7,13.642857142857142,0,8,8,8,14.3875,Dropout
1,9773,1,0,1,6,6,6,13.833333333333334,0,6,6,6,14.0,Dropout
1,9070,1,0,0,6,6,6,11.833333333333334,0,6,7,6,13.0,Graduate
1,9773,1,0,1,6,7,6,13.428571428571429,0,6,10,6,13.5,Graduate
43,9991,1,0,0,13,16,8,10.5,8,12,19,9,10.333333333333334,Enrolled
39,9556,1,0,0,7,10,6,11.416666666666666,0,8,9,8,11.9625,Graduate
17,9556,1,0,0,7,16,2,12.75,0,7,12,2,11.0,Dropout
17,9556,1,0,0,7,10,6,11.15,0,7,7,7,12.814285714285717,Enrolled
1,9670,1,0,0,6,8,3,11.666666666666666,0,6,11,5,13.625,Enrolled
17,9254,1,0,0,6,7,6,11.5,0,6,8,5,12.4,Graduate
1,9773,1,0,0,6,6,6,13.833333333333334,0,6,6,6,12.666666666666666,Graduate
1,9070,0,0,0,6,8,6,11.714285714285714,0,6,11,4,11.333333333333334,Dropout
1,9500,1,0,1,7,8,7,11.678571428571429,0,8,10,7,13.0375,Graduate
16,9085,1,0,0,6,7,6,15.714285714285714,0,6,6,6,14.666666666666666,Dropout
1,171,1,0,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9773,1,0,1,6,6,6,13.0,0,6,7,6,13.0,Graduate
1,9500,1,0,1,7,7,7,14.485714285714286,0,8,9,8,14.58888888888889,Graduate
39,9991,1,0,0,5,9,5,12.285714285714286,0,5,8,5,12.125,Enrolled
39,9500,1,0,0,7,12,4,13.375,0,7,7,5,13.5,Enrolled
42,9500,1,0,0,8,8,7,11.571428571428571,1,8,8,7,11.571428571428571,Graduate
1,9500,1,0,1,8,8,7,12.657142857142857,0,8,8,7,12.657142857142857,Graduate
17,9147,0,0,0,5,9,2,10.0,0,5,11,1,10.0,Dropout
1,9238,1,0,0,6,7,6,13.714285714285714,0,6,6,6,13.166666666666666,Graduate
7,9238,1,0,0,14,21,13,13.071428571428571,4,11,16,11,13.0,Graduate
44,9003,1,0,1,6,7,6,15.333333333333334,0,6,9,6,14.0,Graduate
17,9238,1,0,0,6,9,5,11.571428571428571,0,6,8,6,12.142857142857142,Graduate
43,9991,0,0,0,5,10,0,0.0,0,5,5,0,0.0,Dropout
1,9500,1,0,1,7,7,6,12.9,0,7,7,6,12.9,Graduate
43,9500,1,0,0,8,12,5,13.126,1,8,12,5,13.126,Enrolled
7,9085,1,0,0,10,20,4,11.5,3,9,13,3,11.666666666666666,Dropout
1,9853,1,0,0,6,11,3,10.333333333333334,0,6,10,5,11.8,Enrolled
17,9070,1,0,0,6,6,6,13.5,0,6,7,6,13.428571428571429,Graduate
39,9147,1,0,0,1,1,0,0.0,0,5,0,0,0.0,Dropout
1,9147,1,0,0,5,5,4,12.0,0,4,4,2,11.5,Enrolled
17,9853,1,0,0,8,10,7,11.142857142857142,2,8,11,8,11.375,Graduate
1,9991,1,0,0,5,11,5,11.4,0,5,10,4,10.25,Enrolled
1,9500,1,0,1,8,8,7,12.771428571428572,0,8,8,7,12.771428571428572,Enrolled
1,9500,1,0,1,8,8,7,13.79857142857143,0,8,8,7,13.79857142857143,Graduate
39,8014,0,0,0,6,7,6,13.333333333333334,0,6,6,6,13.5,Graduate
39,8014,0,0,0,6,11,0,0.0,0,5,6,0,0.0,Dropout
1,9147,1,0,0,15,17,14,11.357142857142858,13,14,15,13,12.846153846153848,Dropout
1,9119,1,0,0,5,11,0,0.0,0,5,8,0,0.0,Dropout
17,9085,1,0,0,6,13,6,15.692307692307692,0,6,13,5,14.428571428571429,Graduate
16,9003,1,0,1,18,19,18,15.052631578947368,11,13,13,13,14.538461538461538,Graduate
43,9991,1,0,0,10,20,6,11.5,5,10,17,5,12.4,Dropout
39,9238,1,1,0,8,15,7,11.0,0,6,17,1,10.0,Enrolled
1,9254,1,1,1,6,6,6,13.0,0,6,6,6,13.166666666666666,Graduate
1,9500,1,1,1,8,8,8,12.93875,0,8,8,8,12.93875,Graduate
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
44,9003,1,1,0,6,6,0,0.0,0,6,8,0,0.0,Dropout
39,9500,0,1,0,7,10,5,13.0,0,7,9,5,12.88,Dropout
39,9500,0,1,0,7,11,5,12.18,0,7,11,4,11.8125,Dropout
39,9670,1,1,0,6,13,3,11.333333333333334,0,6,12,5,11.4,Dropout
1,9500,1,1,0,8,8,7,13.0,0,8,8,7,13.0,Graduate
1,9670,0,1,0,5,5,0,0.0,0,6,0,0,0.0,Dropout
39,9130,1,1,0,5,13,2,12.5,0,5,8,3,12.333333333333334,Dropout
1,9238,1,1,0,6,9,5,11.0,0,6,9,5,12.166666666666666,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
43,9991,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9991,1,1,0,5,9,0,0.0,0,5,5,1,10.0,Dropout
7,9119,0,1,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
17,9670,1,1,1,5,5,5,12.4,0,5,5,4,10.75,Graduate
1,9003,1,1,0,6,8,6,15.5,0,6,10,6,14.1,Graduate
39,9991,0,1,0,5,13,2,11.5,0,5,12,3,10.8,Dropout
43,9991,1,1,0,5,7,4,13.333333333333334,0,5,9,4,11.6,Dropout
1,9773,1,1,1,6,8,6,12.666666666666666,0,6,6,6,13.5,Graduate
39,9003,1,1,0,6,6,0,0.0,0,6,6,0,0.0,Enrolled
1,9147,1,1,1,5,8,5,12.6,0,5,9,5,13.6,Dropout
39,9070,1,1,1,6,6,6,13.5,0,6,6,0,0.0,Dropout
15,9670,0,1,0,6,6,6,13.0,0,6,8,6,13.0,Graduate
44,9003,1,1,1,6,15,6,11.714285714285714,0,6,8,4,11.75,Graduate
1,9670,1,1,1,6,8,6,12.166666666666666,0,6,7,5,13.0,Graduate
17,9147,1,1,0,5,10,0,0.0,0,5,13,0,0.0,Dropout
17,9254,0,1,0,6,12,0,0.0,0,6,6,0,0.0,Dropout
1,9670,1,1,0,5,6,5,11.5,0,5,5,5,11.6,Graduate
1,9147,1,1,1,5,7,4,11.25,0,5,6,4,12.25,Enrolled
44,9070,1,1,1,7,7,7,12.285714285714286,5,9,10,8,12.375,Graduate
17,9500,1,1,1,7,7,7,12.718571428571428,0,8,11,8,12.805555555555555,Dropout
44,9130,1,1,0,6,12,5,12.4,1,6,11,2,15.0,Enrolled
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9670,1,1,1,6,16,1,14.0,0,6,7,0,0.0,Dropout
39,9670,1,1,0,5,10,3,11.666666666666666,0,5,8,4,11.25,Dropout
43,9773,1,1,0,6,15,1,13.0,0,6,8,4,11.25,Enrolled
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9119,1,1,0,5,10,0,0.0,0,5,11,1,12.0,Dropout
42,9254,1,1,0,6,13,4,11.5,2,6,12,2,12.5,Dropout
43,9991,1,1,0,10,10,7,11.714285714285714,4,10,10,6,11.5,Dropout
43,9991,1,1,0,5,7,5,12.6,0,5,7,5,13.714285714285714,Graduate
17,171,1,1,0,17,19,13,11.642857142857142,12,17,25,12,11.25,Dropout
1,9670,1,1,1,6,8,6,14.875,0,6,8,6,13.428571428571429,Graduate
43,9670,1,1,0,5,11,2,10.0,0,5,10,3,10.333333333333334,Enrolled
39,9991,1,1,0,5,5,5,14.2,0,5,5,5,14.6,Enrolled
44,9003,1,1,0,6,8,6,12.714285714285714,0,6,9,6,13.5,Graduate
39,9003,0,1,0,12,16,5,11.6,2,7,7,5,11.2,Dropout
43,9500,1,1,0,7,14,5,11.94,0,7,14,6,12.2,Dropout
18,9119,1,1,0,5,10,4,11.6,0,5,9,3,14.2,Dropout
1,9500,1,1,0,7,9,5,12.7,0,8,9,7,13.475,Enrolled
1,9670,1,1,0,6,6,6,13.333333333333334,0,6,9,5,13.8,Graduate
42,9003,1,1,0,9,13,8,13.333333333333334,5,10,12,9,13.11111111111111,Enrolled
1,9147,1,1,0,5,5,5,13.4,0,5,5,5,15.0,Graduate
39,9254,0,1,0,6,12,0,0.0,0,6,12,0,0.0,Dropout
39,9991,1,1,0,5,5,2,11.0,0,5,5,0,0.0,Dropout
51,9991,1,1,0,15,17,13,12.0,9,13,13,9,11.333333333333334,Dropout
39,9991,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9147,0,1,0,5,5,0,0.0,0,5,9,0,0.0,Dropout
17,9254,1,1,0,6,12,4,12.5,0,6,12,4,10.25,Dropout
1,9070,1,1,0,6,7,6,13.666666666666666,0,6,7,6,12.166666666666666,Graduate
17,9119,1,1,0,5,10,1,10.0,0,5,7,0,0.0,Dropout
17,9670,0,1,0,6,6,6,11.5,0,6,9,2,13.0,Dropout
39,9991,1,1,0,5,7,4,12.25,0,5,7,4,12.75,Enrolled
17,9085,0,1,0,6,11,5,13.6,0,6,11,5,13.666666666666666,Enrolled
39,9991,1,1,0,5,11,2,10.5,0,5,9,3,11.333333333333334,Enrolled
17,9500,1,1,1,7,7,6,13.266666666666666,0,7,7,6,13.266666666666666,Graduate
17,9500,1,1,1,7,8,7,12.5125,0,8,8,8,14.1875,Graduate
43,9130,1,1,0,5,9,0,0.0,0,5,5,0,0.0,Dropout
39,9670,0,1,0,6,14,0,0.0,0,6,6,0,0.0,Dropout
1,9500,1,1,0,7,7,6,13.483333333333334,0,7,7,6,13.483333333333334,Graduate
1,9500,1,1,0,7,9,6,12.565,0,8,12,5,12.16,Enrolled
39,9238,0,1,0,6,8,0,0.0,0,5,6,0,0.0,Dropout
43,9147,1,1,0,5,9,3,13.0,0,5,9,3,11.666666666666666,Dropout
44,9119,1,1,0,5,6,5,16.5,0,5,7,5,17.714285714285715,Dropout
17,9670,1,1,0,6,7,6,13.166666666666666,0,6,9,5,13.2,Enrolled
44,9085,1,1,0,6,11,6,13.8,1,6,7,6,13.142857142857142,Graduate
39,9254,1,1,0,6,7,6,11.166666666666666,0,6,11,4,11.8,Enrolled
39,9003,0,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9070,1,1,0,6,7,6,12.666666666666666,0,6,8,6,12.142857142857142,Enrolled
1,9670,1,1,0,5,5,5,12.6,0,5,6,4,14.5,Graduate
39,9500,1,1,0,7,7,5,13.06,0,7,9,0,0.0,Enrolled
17,9773,1,1,0,6,7,6,13.833333333333334,0,6,8,6,13.625,Graduate
39,9130,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
44,9119,0,1,0,6,6,2,16.0,2,7,7,2,16.0,Dropout
44,9119,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
39,9991,0,1,1,5,12,3,10.666666666666666,0,5,11,3,10.666666666666666,Dropout
43,9070,1,1,0,18,18,18,14.5,13,18,18,18,14.5,Graduate
1,9119,1,1,1,5,6,5,14.0,0,5,7,5,13.8,Graduate
17,9119,1,1,0,5,10,3,13.333333333333334,0,5,11,5,13.571428571428571,Graduate
39,9085,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9070,1,1,0,6,9,5,12.0,0,6,10,4,11.2,Graduate
17,9119,1,1,0,5,6,5,16.2,0,5,8,5,16.0,Graduate
43,9991,1,1,0,13,13,7,10.285714285714286,5,11,13,5,10.6,Dropout
1,9119,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Enrolled
1,9254,1,1,1,6,7,6,13.571428571428571,0,6,8,6,13.166666666666666,Graduate
1,9130,1,1,0,6,7,6,14.285714285714286,0,6,9,6,14.857142857142858,Graduate
17,9147,1,1,0,5,7,5,10.2,0,5,6,4,10.5,Graduate
42,9500,1,1,0,8,16,2,10.25,0,8,16,2,10.25,Dropout
17,9085,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9670,1,1,1,6,7,6,14.833333333333334,0,6,6,6,14.833333333333334,Graduate
44,9003,1,1,0,6,12,5,13.625,0,6,6,5,12.6,Graduate
1,9556,1,1,0,7,7,7,12.271428571428572,0,8,10,7,13.657142857142857,Graduate
39,9991,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
17,9147,0,1,0,5,8,4,12.5,0,5,9,5,10.5,Enrolled
39,8014,1,1,0,9,10,9,13.22222222222222,2,7,8,7,13.142857142857142,Graduate
39,33,1,1,0,7,13,2,15.0,0,7,12,2,11.5,Dropout
7,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
43,9070,1,1,0,12,12,12,13.166666666666666,6,12,12,12,13.0,Graduate
18,9773,1,1,1,6,8,5,13.833333333333334,0,6,6,4,14.0,Graduate
7,9991,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
1,9147,1,1,0,5,6,0,0.0,0,5,6,0,0.0,Enrolled
17,9500,1,1,0,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,Enrolled
7,9670,1,1,0,12,12,9,12.333333333333334,6,11,11,6,13.166666666666666,Dropout
1,9773,1,1,0,6,6,6,13.0,0,6,7,5,11.8,Dropout
1,9130,1,1,0,5,14,2,11.5,0,5,8,5,11.4,Enrolled
44,9003,1,1,0,6,15,3,13.25,0,6,9,1,12.0,Dropout
44,9003,1,1,0,6,12,3,13.333333333333334,0,6,12,3,12.75,Enrolled
16,9238,1,0,0,6,6,6,13.5,0,6,6,6,12.166666666666666,Graduate
16,9773,1,0,1,6,7,6,12.666666666666666,0,6,8,5,12.8,Graduate
43,9147,1,0,0,11,18,11,15.090909090909092,2,6,7,6,14.5,Dropout
18,171,0,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9773,1,1,0,6,7,6,13.166666666666666,0,6,7,6,12.666666666666666,Graduate
1,9773,1,1,0,6,6,6,12.833333333333334,0,6,8,6,12.833333333333334,Graduate
17,9119,1,1,0,5,7,5,11.8,0,5,9,3,12.0,Enrolled
17,9773,1,1,0,6,6,6,11.833333333333334,0,6,6,6,12.166666666666666,Graduate
1,9773,1,1,0,6,6,5,12.8,0,6,11,3,12.75,Graduate
44,9070,1,1,0,7,7,5,11.8,5,9,9,5,11.0,Dropout
43,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
17,9119,1,1,0,5,7,5,15.8,0,5,7,5,14.571428571428571,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Enrolled
44,9119,1,1,0,5,9,2,12.5,0,5,10,3,11.6,Enrolled
17,9670,1,1,0,6,9,6,14.666666666666666,0,6,7,6,13.857142857142858,Graduate
44,9085,1,1,0,6,10,4,12.5,1,6,16,2,12.0,Dropout
1,9119,1,1,0,5,7,3,12.0,0,6,10,2,10.5,Dropout
15,9119,1,1,0,8,8,7,13.142857142857142,1,6,8,6,11.833333333333334,Enrolled
17,9670,1,1,0,6,6,3,12.666666666666666,0,6,11,4,11.142857142857142,Dropout
1,9119,0,1,1,5,6,5,15.0,0,5,6,5,14.2,Enrolled
1,9238,1,0,0,6,7,5,13.6,0,6,7,5,11.8,Dropout
17,9773,1,0,0,6,6,6,12.5,0,6,6,6,13.833333333333334,Graduate
17,9238,1,0,1,6,7,6,13.333333333333334,0,6,7,6,13.5,Graduate
15,9085,1,0,0,6,13,4,12.25,0,6,15,5,11.0,Dropout
1,9500,1,0,1,7,7,7,15.101428571428572,0,8,8,8,16.09375,Graduate
1,9238,1,0,1,6,6,6,13.166666666666666,0,6,6,6,16.0,Graduate
18,8014,1,0,0,6,8,4,11.0,0,6,6,0,0.0,Dropout
1,9147,1,0,0,5,9,3,11.666666666666666,0,5,9,4,11.75,Graduate
1,9238,1,0,0,6,13,1,10.0,0,6,13,1,13.0,Enrolled
17,8014,1,0,0,7,15,7,11.571428571428571,2,6,14,2,11.0,Dropout
1,9773,1,0,1,6,6,6,12.166666666666666,0,6,10,5,11.2,Enrolled
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9670,0,0,1,6,6,6,13.833333333333334,0,6,7,6,14.285714285714286,Graduate
1,9500,1,0,1,7,10,6,12.357142857142858,0,8,9,7,13.0,Graduate
1,9773,0,0,0,6,7,6,12.166666666666666,0,6,10,2,10.333333333333334,Dropout
44,9238,1,0,0,6,8,3,12.0,2,6,6,2,12.5,Enrolled
39,9254,1,0,0,10,14,9,12.416666666666666,5,9,14,7,13.0,Graduate
1,9085,1,0,0,5,7,4,12.75,0,5,6,4,12.75,Graduate
42,9500,1,0,0,21,33,18,14.933333333333334,12,21,33,18,14.933333333333334,Graduate
1,9773,1,0,0,6,6,6,13.0,0,6,7,6,11.666666666666666,Graduate
39,9853,0,0,0,7,7,7,12.857142857142858,0,7,8,6,12.666666666666666,Enrolled
1,9500,1,0,0,7,10,7,14.455000000000002,0,8,8,8,13.91,Graduate
1,9670,1,0,1,6,8,6,14.0,0,6,7,6,13.285714285714286,Graduate
1,9773,1,0,1,6,6,6,13.5,0,6,7,6,12.666666666666666,Graduate
1,9254,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,8014,1,0,1,6,6,6,11.666666666666666,0,6,12,5,14.0,Graduate
17,9085,1,0,1,5,6,4,12.0,0,5,8,5,13.333333333333334,Graduate
1,9238,1,0,1,6,7,6,11.714285714285714,0,6,6,6,11.833333333333334,Graduate
17,9238,1,0,0,6,8,6,12.666666666666666,0,6,7,6,12.428571428571429,Graduate
39,9085,1,0,0,6,11,3,11.75,0,6,19,4,12.8,Enrolled
17,9238,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,0,0,8,8,7,12.328571428571427,0,8,8,7,12.328571428571427,Graduate
39,9853,1,0,0,7,14,6,11.666666666666666,0,7,10,1,10.0,Dropout
43,9070,1,0,1,12,12,12,13.25,5,12,12,11,12.727272727272728,Graduate
43,9670,1,0,0,6,8,5,11.833333333333334,0,6,8,4,13.25,Enrolled
17,9556,1,0,1,7,7,7,13.3,0,8,8,8,15.125,Graduate
44,9085,1,0,0,6,13,6,12.555555555555555,1,6,11,5,11.8,Enrolled
1,9773,1,0,0,6,6,6,12.833333333333334,0,6,7,6,12.166666666666666,Graduate
44,9238,1,0,1,6,6,6,12.833333333333334,2,6,6,6,12.833333333333334,Graduate
1,9085,1,0,1,5,10,3,12.666666666666666,0,5,7,3,13.0,Graduate
1,9500,1,0,0,7,8,6,13.271428571428572,0,8,8,7,14.471428571428572,Graduate
1,9991,1,0,1,5,5,5,12.4,0,5,6,5,12.833333333333334,Graduate
44,9085,1,0,0,5,10,2,14.5,0,5,7,4,11.25,Enrolled
1,9238,1,0,0,6,7,0,0.0,0,5,5,0,0.0,Dropout
1,9773,1,0,0,6,7,6,14.285714285714286,0,6,8,6,13.25,Graduate
1,9085,1,0,0,5,7,3,12.333333333333334,0,5,9,5,12.6,Graduate
17,9500,1,0,1,7,10,6,12.583333333333334,0,8,8,7,12.671428571428573,Graduate
1,9500,1,0,0,7,8,6,13.731666666666667,0,8,10,7,13.771428571428572,Dropout
39,9003,1,1,0,6,8,6,12.875,0,6,14,5,12.142857142857142,Enrolled
42,9070,1,1,0,10,14,8,14.625,5,7,7,5,13.4,Dropout
42,9147,0,1,0,3,3,0,0.0,0,2,2,0,0.0,Dropout
1,9238,1,0,1,6,8,6,12.666666666666666,0,6,7,6,12.666666666666666,Graduate
42,9500,1,0,0,8,11,6,12.491666666666667,0,8,11,6,12.491666666666667,Graduate
1,171,1,0,1,12,12,12,13.666666666666666,4,11,12,11,14.166666666666666,Graduate
17,9085,1,0,0,6,13,6,16.0,0,6,8,6,14.5,Graduate
44,9085,1,0,0,6,8,6,14.142857142857142,1,6,7,6,13.0,Graduate
39,8014,1,0,1,6,9,6,11.833333333333334,0,6,9,4,13.75,Graduate
1,9070,1,0,1,6,6,6,12.666666666666666,0,6,8,6,13.0,Graduate
17,9070,1,0,0,6,6,6,12.5,0,6,6,6,12.666666666666666,Graduate
43,9238,0,0,0,11,16,9,10.88888888888889,2,10,20,4,11.25,Graduate
1,9773,1,0,0,6,11,1,13.0,0,5,10,0,0.0,Dropout
17,9670,1,0,0,6,6,6,15.166666666666666,0,6,6,6,16.0,Graduate
5,9853,1,0,1,6,8,6,12.666666666666666,0,6,7,6,12.0,Graduate
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9147,1,1,0,5,9,5,12.0,0,5,5,5,10.2,Enrolled
39,9991,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
18,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9147,1,1,0,5,8,2,11.0,0,5,6,4,11.5,Dropout
43,9003,1,1,0,6,7,6,15.714285714285714,0,6,10,6,15.9,Dropout
1,9147,1,1,0,15,15,11,10.818181818181818,12,14,15,11,11.636363636363637,Dropout
1,9147,0,1,0,5,16,1,12.0,0,5,6,0,0.0,Dropout
39,9238,1,1,0,6,8,5,12.6,0,6,11,4,11.25,Graduate
43,9130,1,1,0,5,12,1,13.0,0,5,7,3,14.0,Enrolled
17,9147,1,1,0,5,8,5,11.6,0,5,10,4,10.75,Graduate
17,9119,0,1,0,5,11,1,10.0,0,5,14,1,11.0,Dropout
39,9670,1,1,0,6,7,1,14.0,0,6,6,0,0.0,Dropout
17,9119,1,1,1,5,9,5,12.6,0,5,8,2,12.5,Dropout
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9991,0,1,0,5,11,2,11.333333333333334,0,5,9,1,12.0,Dropout
43,9254,1,1,0,6,6,6,12.666666666666666,0,6,7,5,11.4,Graduate
17,9254,1,1,0,6,7,5,10.8,0,6,10,2,10.5,Enrolled
1,9500,1,1,0,7,14,5,12.87857142857143,0,8,15,7,11.85625,Graduate
1,9085,1,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
17,9070,1,1,0,6,6,6,12.833333333333334,0,6,8,5,11.4,Enrolled
1,9147,1,1,1,5,5,5,12.6,0,5,9,3,12.833333333333334,Enrolled
1,9147,1,1,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9119,1,1,1,5,11,0,0.0,0,5,5,0,0.0,Dropout
18,9670,1,1,0,6,6,6,14.166666666666666,0,6,6,6,14.0,Graduate
51,9147,1,1,0,5,7,5,13.4,0,5,7,4,13.25,Dropout
1,9147,1,1,1,5,8,5,11.2,0,5,13,4,11.25,Graduate
17,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
17,9070,0,1,0,6,6,6,12.666666666666666,0,6,8,5,11.8,Dropout
17,9670,1,1,0,5,7,3,12.333333333333334,0,5,5,4,11.25,Dropout
17,9085,1,1,0,5,7,4,12.25,0,5,7,5,12.0,Graduate
44,171,1,1,1,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,9147,1,1,0,5,13,3,10.75,0,5,9,3,10.333333333333334,Dropout
43,33,1,1,0,7,7,0,0.0,0,7,8,0,0.0,Dropout
39,9670,0,1,0,6,13,0,0.0,0,6,6,0,0.0,Dropout
1,9147,1,1,0,5,9,2,14.333333333333334,0,5,10,2,12.5,Enrolled
44,9130,1,1,0,5,8,2,11.5,1,5,13,2,11.5,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
43,9147,1,1,0,5,11,2,10.5,0,5,13,0,0.0,Dropout
17,9670,1,1,0,6,6,6,13.5,0,6,0,0,0.0,Dropout
44,9003,1,1,0,6,17,1,11.0,0,6,19,0,0.0,Enrolled
7,9070,0,1,0,6,6,1,10.0,0,6,6,0,0.0,Dropout
39,9003,1,1,0,6,17,0,0.0,0,6,8,0,0.0,Dropout
17,9119,1,1,0,5,10,1,12.0,0,5,7,3,10.666666666666666,Dropout
1,9670,1,1,1,5,6,4,12.25,0,5,5,5,12.2,Dropout
44,9003,1,1,0,10,21,5,11.4,2,7,13,6,11.666666666666666,Dropout
43,9991,0,1,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
17,9670,1,1,0,6,8,4,14.25,0,6,10,5,14.0,Graduate
51,8014,1,1,0,12,12,11,14.454545454545457,7,11,11,10,14.2,Graduate
1,9003,1,1,0,12,13,12,14.538461538461538,4,12,14,12,14.461538461538462,Graduate
43,9500,1,1,0,7,10,6,12.733333333333334,0,8,10,7,11.95,Graduate
51,9070,1,1,0,12,13,5,13.2,4,12,12,4,13.5,Dropout
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9238,1,1,1,6,7,6,12.333333333333334,0,6,10,4,12.75,Dropout
43,9147,1,1,0,9,9,5,11.2,5,9,14,7,11.25,Dropout
1,9500,1,1,0,7,7,6,13.2,0,7,7,6,13.2,Graduate
39,9119,1,1,1,5,8,5,11.833333333333334,0,5,8,4,14.0,Enrolled
1,9254,1,1,0,6,10,5,11.333333333333334,0,6,14,2,11.5,Enrolled
17,9119,1,1,0,5,5,5,13.6,0,5,6,5,14.6,Graduate
17,9119,1,1,0,5,10,0,0.0,0,5,10,2,11.5,Dropout
51,9670,1,1,0,6,11,5,12.857142857142858,0,6,12,5,13.666666666666666,Dropout
39,9119,1,1,1,5,16,3,14.333333333333334,0,5,9,5,12.428571428571429,Enrolled
17,9670,1,0,1,6,9,5,13.5,0,6,6,6,14.0,Graduate
51,9085,1,0,0,6,8,6,14.428571428571429,0,6,12,4,15.6,Enrolled
17,9853,1,0,0,6,12,0,0.0,0,6,12,0,0.0,Dropout
1,171,0,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
1,9500,1,0,1,8,8,8,12.82875,0,8,8,8,12.82875,Graduate
43,9130,1,0,0,5,6,0,0.0,0,5,6,4,13.75,Graduate
1,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9070,1,0,0,6,6,6,14.666666666666666,0,6,6,6,13.166666666666666,Graduate
17,9500,1,0,0,8,8,7,13.937142857142858,0,8,8,7,13.937142857142858,Graduate
1,9070,1,0,0,12,12,10,14.7,8,12,12,12,14.583333333333334,Graduate
1,9773,1,0,0,6,6,6,11.666666666666666,0,6,6,5,12.2,Graduate
43,9500,1,0,0,7,7,6,14.85,0,7,7,6,14.85,Graduate
39,9085,1,0,0,5,11,1,12.0,0,5,12,0,0.0,Dropout
18,9500,1,0,0,7,8,7,13.6875,0,8,9,8,15.622222222222222,Dropout
39,8014,1,0,0,6,14,5,12.4,0,6,10,5,11.6,Graduate
1,9500,1,0,0,7,10,7,13.398,0,8,8,8,13.5425,Graduate
44,9085,1,0,0,6,13,5,11.8,0,6,19,4,12.0,Enrolled
17,9991,1,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
